,date,message
271,2013-11-21 16:43:12,"o the guy in Noteworthy a cappella with glasses and the Cal beanie who performed at Laugh Your Axe Off tonight... you are so cute! this is the second time i've seen you perform, and i was hoping to go up and talk to you after the show tonight but y'all ran off :( so, this'll have to do for now.  maybe one day we'll meet, but until then, just know that i smile every time i see you and wish i could see you more often :)"
272,2013-11-21 16:31:14,swear sometimes I fantasize about Oski rubbing his furry nose against my vagina
273,2013-11-21 16:49:15,just really wish there was an In-N-Out closer to campus. Is that too much to ask for?
274,2013-11-21 16:38:16,"his is a note to the squirrels of Berkeley: I was walking with a friend to class and saw a little squirrel and gasped in glee, and told my friend to look at it. ""Look, a cute little baby squirrel!"" I shouted. His response was, ""That's not a baby squirrel. That's a fully grown squirrel. It's just normal sized."" 

Take this to heart squirrels of Berkeley. I literally thought that a perfectly average sized squirrel was an infant because you are so fucking fat. Get the FUCK off the couch, stop stuffing your face with student's leftovers, and find a treadmill you fat fucks. you're embarrassing yourselves. No hot USC squirrels are gunna wanna fuck you when you are all morbidly obese."
275,2013-11-21 16:57:17,"ne of my good friends was crushing on me really hard.  I only see him as a friend, but I was feeling lonely and hooked up with him one night.  I can tell he really likes me, and he took that night as a sign that I felt the same way.  Now I feel like he thinks I led him on.  How can we go back to being friends? :/"
276,2013-11-21 16:22:19,"hooked up with a girl at a frat party once and brought her back to my place.  While she was giving me a blowjob, I exclaimed, ""I'm going to baneling bust on your face.""  To my surprise, she replied, ""are you sure you don't want to nydus worm my main first?""
0____0"
277,2013-11-21 16:14:20,"'m 99% sure that my friend is bulimic but I'm not sure how to go about helping her. She's really good at it. I only noticed because my roommate pointed out how she would always go to the bathroom an hour after she ate and stay in there for 10-15 minutes. My roommate also told me that she heard my friend making gagging noises in the bathroom a couple times which made me listen carefully the next time she was at my place. I heard the noises, too. But with how skinny she's able to stay, I'm actually not sure whether I want to help her or ask her for tips on how to start."
278,2013-11-21 16:05:21,"really hope FPF kids don't think less of themselves just because they are in FPF. I think all of the FPF kids that I've met are actually smarter than I am. 

Everyone got into Berkeley for a reason. You go FPF kids."
279,2013-11-21 16:40:23,"h, Berkeley's the number 1 public school in the world? Doesn't mean that your major is worth shit. We're number one in a few majors like CS but as far as things like economics or pre med, the Ivys blow us out of the water. So if you're not in a major that Berkeley is #1 in, shut up about how all majors are equally hard. They aren't. 

And before you EECS kids come out of the woodwork to brag, just remember that your professor makes fun of how L&S CS majors have a higher average starting salary than you guys."
280,2013-11-21 16:53:25,"his semester, my bestfriend has spent all of her time getting high. She has become a completely different person and its no longer fun being around her when she's always super baked.  I hold nothing against people who smoke, I smoke myself occasionally. I dont know how to talk to her about it. I dont know if I should or if I should let her come to the realization on her own."
281,2013-11-21 16:41:26,"ear N.E.

I saw you at crossroads last year. You had just rolled your ankle and you were on crutches. When you walked through the door, I thought I might offer to help you carry your food to where you were sitting to be nice, but I decided against it initially, thinking it would be weird. After about 10 minutes, I went to go get another plate of food, only to see you waiting by the sandwich area with a plate. I then went over to you and helped you to your seat. We talked for awhile and I built up enough courage and asked for your number and you gave it to me. I tried texting you a couple of times, and you never responded :(

Moral of the story: girls like you are the reason nice guys have no confidence"
282,2013-11-21 16:19:30,"consider myself a fairly handsome dude and I also have above average gainz from liftin' at the RSF. Every time I get a new crush and they don't initially seem interested, I pursue them with more vigor, but once they start to show signs of liking me back I slowly lose interest in them. No, I'm not just a douchebag trying to play with the hearts of women, i genuinely like them at first. Is it just me or does this happen to anyone else? I might be scared of commitment, I'm not sure. Any input from knowledgeable Psych majors would be greatly appreciated."
283,2013-11-21 16:53:31,s it just me or do some GSIs just need to get laid...
284,2013-11-21 02:29:32,"o that girl who ate dinner alone at Thai Basil last night (10/16), I really wanted to come up and ask if you were saving that seat for someone so I could give you some company. Sorry I didn't."
285,2013-11-21 02:58:33,"o that  math tutor at the slc that walks around and checks on all the tables, I think you are really cute. I don't know if you have a girlfriend or not but I think you have really pretty eyes."
286,2013-11-21 02:29:34,have reached such platonic heights that we can now jack off in the room together with no weirdness after - true story
287,2013-11-21 02:18:37,"ust took 100mg ephedrine, 80mg Adderall, three fittymg phenibut, 5 shots vodka,1 scoop jack3d (1,3 dmaa), 240 mg pseudoephedrine, and 1000mg caffeine. Operating on dat dere god mode. U mad?"
288,2013-11-21 02:06:43,"y friend kept on rubbing it in about how Stanford is so much better than Cal, so i cut off his penis and fed it to the starving hobos on Telegraph. Was that too harsh?"
289,2013-11-21 02:51:44,ometimes I go home and do absolutely nothing. Absolutely nothing... Wait.... that's not entirely true I will watch a good movie or two. then I feel bad about it:/
290,2013-11-21 02:33:45,o I've been with this girl for a few (5) months and we became official 2 weeks ago. We are very good friends as well as boyfriend and girlfriend. But she is afraid to get a little more intimate because she doesn't want to hurt me bad if we break up down the road. I have very strong feelings for this girl but if we can't get past making out I don't know how ill last with her the next few months! Please help me I truly love this girl but its getting very hard! I don't know what to do!
291,2013-11-21 02:18:46,"verday I think about killing myself, but I know it's selfish. The only thing stopping me from doing so, is realizing that I would die a virgin."
292,2013-11-21 02:06:47,"hose who push for equal rights, equal, access, a color-blind society, etc are the same who major in African Am studies, Chicano studies, gender and women studies ... Nice move."
293,2013-11-21 02:27:48,"y deepest fear is having everyone hate you and you become all alone. I just feel that people don't want to talk to me. I know why they don't want to, it's because I'm annoying. I know I'm annoying, but it's not I can change myself with a snap of a finger. I heard people talk about me behind my back saying how they hate me and it makes me feel sad. And when I juggle that thought of how that one guy hates me, it makes me think of how other people see me. Do the people I actually hang out with also think I'm annoying and dislike me? I guess they do because they don't seem to have a desire to talk with me. I don't even get any messages from them or texts. I think I screwed up with my life. I'm so sad right now that I don't know what to do. I've been looking through the internet on how I should react to this hate, but it seems to be not so helpful when the majority of the people hate you and only a few to none actually likes hanging out with you. I'm just..."
294,2013-11-21 02:15:49,"'m a bisexual girl and I love my best friend. I'm afraid to tell her cause I don't think she has the same feelings. She knows about my orientation and she knows I like someone, I just can't bring myself to tell her that that person is her. I don't want to her to feel uncomfortable around me."
295,2013-11-21 02:10:50,don't understand why there are so many Christian clubs and why each club has people that think they're a minority group. Why can't they all just join together and form one club?
296,2013-11-21 02:41:53,"find it annoying when people refer to Berkeley as the ""top public university in the world"" and say that coming here was the best decision they ever made.  Honestly, if you went anywhere else, you would think the exact same thing.  It's as illogical as patriotism; just because you happen to be at a certain place doesn't make it the best thing ever.  Thinking otherwise just means you need an excuse to feel better about yourself and where you are."
297,2013-11-21 02:44:56,"'m sick of my roommate treating my like i'm ""not prepared"" for ""regular"" uc berkeley classes because i'm FPF. she's probably just mad because i have better grades than her..."
298,2013-11-21 02:21:57,"very night, my roommate talks on the phone with her mother and she starts yelling over the phone. This lasts roughly about two hours. I feel like throwing her out the window sometimes."
299,2013-11-21 01:40:10,met this guy got to really know him 2nd semester. We hung out a lot together and got to know each other a lot better! I felt like we really connected and we would talk everyday! It was awesome to have someone to be able to talk to and connect with at Berkeley! But then I was always busy with homework and turned down some of his invitations to go hang out. I feel that I sort of pushed him away and now we haven't talked as much as before. Every time I see him I have this horrible feeling of retreat and sadness that we don't talk as much anymore. I wish it would go away
300,2013-11-21 01:34:11,"never knew what it meant to ""strong arm a hoe"" until I came to Berkeley. After walking through overcrowded sidewalks, bustling Sproul plaza, and packed hallways, it makes sense. For a while I coped with people by turning and shifting to fit or pass by a person. However after weeks of running into inconsiderate people ( on phones, not paying attention, rude, etc.). I now stiffen my arm, tense my muscles and just strong arm a hoe."
301,2013-11-20 22:40:12,he amount of 80s appreciation here is disappointingly low. Down with the 90s!
302,2013-11-20 22:32:14,"ou do not know who I am, nor will you ever. I left *it* in your bathroom. You know what it is. 

... Yes,  Vasan Arul, I AM on your floor."
303,2013-11-20 22:36:15,"think we need a religion class in high school that teaches all faiths equally. Christianity, Judaism, Islam, Hindu, Buddhism, Taoism, religious theory, and Agnosticism/Atheism.

People need to be more educated so we can stop being ethnocentric assholes who refuse to understand each other."
304,2013-11-20 22:25:16,"here's this Arab guy, I think his name is Ali? But he is so dayum fine! I just want to get his hairy ass naked and make sweet love without a condom.  I hope you're gay Ali, and like black men!  HMU babe?"
305,2013-11-20 22:56:17,"ince coming to Cal, I have discovered my love for Indian men, but I feel like they always want other Indian girls. Any brown guys out there into short blonde girls?"
306,2013-11-20 21:37:19,"t's so strange how people at Cal are such big hypocrites. In all of the humanities classes we take we learn about power and privilege, not judging people based on color or class or background or group, but when I look around I see so many people making judgements about different groups. ""Oh, you're in a frat? Probably not my kind of person,"" things like that. Like, what happened to getting to know people for who they are rather than what community they associate themselves with? It makes Cal such an isolating and lonely place, in a way. I see judgments passed day to day, I see people determining who are ""their kind of people"" based on the most futile of things like the way someone dresses or looks. It's sort of disheartening. I just wish we could all be fuckin friends i don't even care if that sounds cliche too many fucking people are depressed on this campus because of the judgments allotted onto them or because once people have found their groups they decide they don't have a real need to reason to be genial or attempt to create connections with more than just the people they already know. step out of your comfort zone, love like everyone you see needs your love, because i can say that my day is always made better when someone is fucking friendly. stop hustle-bustling around campus while looking at the floor and look up and smile at your peers once and a while."
307,2013-11-20 21:01:20,"f you are feeling like you aren't smart, remember that you got into the top public university in the world because somewhere along the line you did a lot of things right. You are clearly very smart. Bad grades don't define you.

You can do it, I believe in you!"
308,2013-11-20 21:49:21,"oday I was at Starbucks and a homeless man was sitting next to me as I was doing my homework. Later a couple (in there 40's maybe?) sat next to the us. As the homeless man was getting ready to leave. The man folded about $100 and said to the homeless man, ""hey you dropped something! (And shook his hand)"" And I said ""OMG AWWW"" kinda too loud by accident and everyone was staring LOL. Even though I didn't get no $100 It made my day and I'm still smiling!"
309,2013-11-20 21:27:23,'m genuinely terrified about walking around after dark on campus now. All of this stuff with the assault has me legitimately freaking out. Has something been done about this creep yet?
310,2013-11-20 21:15:25,"ou all thought I was soaked from the rain, but I'm a squirter. And I jilled off and drenched myself in my juices right before class in the bathroom. I'm a dirty girl"
311,2013-11-20 21:57:26,"y college career as a Gender & Womyn's Studies major is nearing an end, and I'm absolutely terrified of my job prospects. My possible career paths include:

-Patriarchy investigator
-Professional privilege checker
-Victim complex denial specialist

Sometimes I can't sleep because I'm thinking about how few jobs there are in these fields. I knew it would be hard, but I decided to pursue this major after realizing that I was raped by my boyfriend of three years. On our third anniversary we were cuddling in bed. I never explicitly said ""yes,"" but he assumed that by taking off his pants and putting a condom on him that I was ""asking for it."" Men need to know that this is NOT OKAY. Needless to say, he and I are no longer together. My rape apologist lawyer told me that I ""don't have a case,"" so I think I'm going to tell my ex's friends and family about how sleazy he is, and create a blog to call him out.

I know I don't always have to be a hero in every situation, but a womyn's gotta do what a womyn's gotta do."
312,2013-11-20 21:45:30,"o the Indian guy who has been in the Moffit computer lab for the past week, please don't eat anymore of your funky smelling food right before you come to work on your papers. We are in an enclosed space and some of us like to breathe."
313,2013-11-20 21:33:31,"'m a Mexican-American student at Cal. I really do care about my people succeeding in life (and all minorities in general) from growing up in a migrant farm worker town my whole life before coming here. What I don't agree with is people acting hypersensitive, militant, extremely politically correct over issues that are small, historic or maybe don't even exist at all. It's better for people to be as open as possible with discussing (and joking, when appropriate) their race, ethnicity, etc. with one another and take the power out of insults than constantly worry about the right term for this thing or just acting like their definition of a certain group is better than everybody else's. The truth is, people basically have the right to express anything, so inevitably someone's almost always going to be offended by something.  There are a number of issues in our society that still need to be worked on, and  just  getting butt hurt and policed over every little joke and saying alone really isn't going to do anything."
314,2013-11-20 21:08:32,"ittle do you know that one of my favorite days was when we spent the evening at the art and film museum when they gave out free posters and free pizza... We laid in the room with the dramatic film montage going on all four walls, staring at the ceiling and talking until they kicked us out. And while watching that film on my blanket, you kept moving closer... 
Ever since that night, I've fallen so hard for you that it's going to be difficult to pick myself back up. You broke it off and said you aren't ready for a relationship... Meanwhile all I want is you. I want you to play with my hands, my hair. I want to be able to sit closer and closer. The tender kisses while waiting for the night shuttle; secretly holding hands under the blanket when you think our friends might be looking; the way you run your fingers across my cheek... I miss it all. And now you say you want to be just friends... How can I be just friends when I can't stop thinking about your lips on mine, and how it used to be between us?..."
315,2013-11-20 21:41:33,"o Siamese twins usually share a penis? If so, would one twin jacking off the cock feel like a handjob for the other twin? Hmmm...."
316,2013-11-20 21:30:34,y roommate farts when I have my earphones on because she thinks I'm listening to music. I'm not.
317,2013-11-20 18:05:37,"or unfiltered confessions, ""like"" the new page: UC Berkeley Confessions - Uncensored!"
318,2013-11-20 17:42:43,walked in on my roommate while I was masturbating
319,2013-11-20 17:06:44,irl at Crossroads with the grey leggings and grey Cal shirt with the zipper on the back... God damn you are one of the hottest chicks I've seen at Berkeley. That's all I can say about that!
320,2013-11-20 17:52:45,"need some legitimate and serious mental help.
One of my dearest and sincere friends has helped me realize that I am my own enemy.
When persuing the change one wants in life, the first step is to act upon it.
But I find myself completely unable to get past step one. 
My fear and anxiety of reprocussions and negative impacts freeze me in my path.
People like to point out that we only live once, so that we should take any chance regardless. All that supportive talk never gets into my head.
I feel as if every piece of helpful advice ever given could be represented as the best armor-penetrating bullet in the world, but it will never crack past my 100% damage/bullet-proof skull.
And every day, the more I even have the slightest though about my future, the more I think about the worst that could happen to me. 
Somehow, my mind switches into complete pessimist mode. (And no, Im dont cut my wrists or physically harm meself.)
What is also really hard to cope with is living up to the reputation that I never asked for. All the false hope that I was given back in highschool from all my supportive peers, and all the supportive families back home, it all amounts to nothing when I can't even fathom the idea of making someone out of myself. 
These problems of mine have only started to affect me when I started college last fall. I entered Berkeley believing that I would succeed in my intended major, only to find out how I couldnt keep up with the workload.
My father, who lately has been abusing his meds due to his surgery from years ago, has become a dictator. Every day I feel suppressed by his existance. 
So my failure to keep up in the prerequiste courses of my former inspiration, along with a dad-turned-madman and my mental conflicts, I cannot move on with my life. I can't even confront my parents about how I feel.
My dad will just go Mao-mode, and my mom will probably fall into depression. And I realized how horrible I've treated my mom in the past, so I do not want to make her life worse now by telling her I no longer want to persue my former dream. I know they want the best for me, to find a job and live, but I know I will never be happy with that path. 
Yet at the end of the day? It comes back to the beginning: I can't act upon it. Well, I am capable of doing it, but I am incapable of pushing myself to do it. My mindset has been so deformed that I am no longer able to be independent. 
At the eve of every day, I tell myself to take the easy way out. I know the default argument is: ""What about all of those people who care about you?"" and I completely understand it. I know it is selfish of me to even consider it, but I feel like everyone has their boundaires. I feel justified to say I just cannot handle all of this anymore. 

But at the end of the day, I find myself still living and continue to make my life a living hell.
P.S. To my friend who knows about all this, if you are reading this, please don't put me on blast. This is meant to be anonymous."
321,2013-11-20 17:51:46,"fucking hate rainy days in Berkeley. Especially those rainy days where they don't stop until 2 or 3 days later. The yucky, steaminess in a classroom full of wet people is the worst. 

I just want to be in my bed with Netflix :("
322,2013-11-20 17:39:47,"'m a grad student and back at Cal this morning to visit my friends. I was caught in the rain and was not ready for it. A nice asian guy came up and share his umbrealla that made me feel the warm for the rainy morning, and his cookie really melt my heart. I couldn't forget his face and kept thinking about him all day long.

Thanks god for bringing him to me, too bad that I was too shy to ask for his name, just know that he's a little chubby, was on the way to Soda (guess he's CS or EECS) and with a cute Minion iphone cover and his name starts with P... I hope you are not in relationship actually :)"
323,2013-11-20 17:57:48,'ve never watched Despicable Me.
324,2013-11-20 17:36:49,"have a condition that is slowly killing me, and it hadn't been something I'd been thinking about for a while. See, I was wondering why I felt so sad recently and it wasn't due to bad events happening, but something as simple as seeing my legs become thinner every morning. Just tonight someone mentioned that I lost a lot of weight, and the connection finally clicked. 

I've been through enough experiences to know very well that I have power over who I am, but I feel the clash between this knowledge and the inability to prevent this from happening. Instead I exist within a blissful sadness, or a depressed state of joy."
325,2013-11-20 17:15:50,"he blonde pledge from pike thinks he's cute, but actually looks like a hybrid of a frog/bird/fish. I think his name starts with a J."
326,2013-11-20 17:06:53,"erkeley is a too small place. If you're hooking up with several guys it's so hard to keep it a secret. And super awkward when you meet them at the same time and have to pretend like nothing. Also, whats up with guys thinking you're their possession just because you have hooked up a couple of times, girls always get crap for being like that so i'm just sayin girls aren't the only ones acting like that."
327,2013-11-20 17:50:56,'ve had sex in one of the undergrad adviser's rooms...soooo yea if you see any stains on your seat sorry
328,2013-11-20 17:53:57,"o the room across the hall: how can you be so quiet through 90% of the day, and then decide to invite people over, play guitar and sing, and work out in the fucking hall after 11 pm. Some people actually like to sleep."
329,2013-11-20 17:20:10,"oke up this morning 5:30 sharp with a blowjob from two bitches, one was trying to fit my humongous 3 pound balls in her mouth while the other was choking halfway on my 18 and 3\8 inch dick. Must have came about a quart of sperm. They wanted more, cockslapped them unconcious, I had to hit RSF. Frontflipped from my 14th floor loft into my valet parked 2012 Ferrari (I got connexions) and gave the valet 3000$ in loose change. Pushed my shit to about 4 hundo (mph, mind you) and I was at the RSF in no time. When I entered, the room scent suddently changed from sweat to wet pussy. That;s just the effect I have on hoes. Did my usual relax routine, 6000 push-ups, 8500 crunches, bench pressed 30 plates, etc. etc. you know the drill. After doing my shit in 16 minutes, my super strong senses got in action, I was smelling pussy. I looked up, and sure enough this fly honey was coming towards me. When i say fly, I mean that bitch was fine as a fucking umbrella. 18 years old, 44DD titties on a tight fucking frame. I mean a real skinny bitch, the type you losers jack off to, she didnt weigh more than 5 pounds. Took out my trouser monster and she started to squirt hard, she was convulsing and having 6 orgasms at the same time. Then I gave it to her while all the guys were giving me high fives and all the hoes were on the floor squirting like motherfucking fountains. Made the slut beg for my cum, but I didnt give it to her to prove a point, I still came but only compressed air came out, imagine your best orgasm, then multiply it by 35. Didnt say nothing, hopped back in the Lambo and went back home. Now I'm sitting here, drinking 15 000$ champagne and eating gold plated sushis made by the 2 bitches from earlier. Its only 6:30 and I did more in 1 hour than you faggots will do your whole life."
330,2013-11-20 17:05:11,"o floor 2 Ehrman,
Stop leaving the showers dripping when you're done taking a shower. Is it that hard to turn the fucking handle all the way and close the thing?!"
331,2013-11-20 17:54:12,"want to give a huge shout out to my girl housemates for being such big bitches. We got randomly placed in a small apartment of three bedrooms; two doubles, which are taken over by myself and three other guys, and a triple with three girls. The guys and I keep it cool within ourselves, but one of the girls is an instigator that makes the whole house feel like hell!!! She's abusive, manipulative, and is only a good person when she seeks her interest. To add to that, she fucking brings guys over that are NOT her supposed significant other. That cheating whore is making life miserable for the rest of the fucking house. I need someone to relieve my stress on :("
332,2013-11-20 17:53:14,'m starting to think that my boyfriend is more in love with League of Legends than he is with me. Why.
333,2013-11-20 16:08:15,nyone selling a canoe? I need to get to classes tomorrow
334,2013-11-20 16:54:16,"verytime I walk past the RSF and I see all those scooters lined up in such a neat row, I just want to go over and push one of them over. #vespadominos"
335,2013-11-20 16:58:17,"know that people who lift are kind of a running joke on the interwebz and even on this page.  I'm a pretty strong kid, so I get ""do you even lift brah?"" on a daily basis.  For many people, its a way of bettering themselves.  For some, its about making yourself look good.  For me however, its my way of escaping.

Keep in mind that for me, lifting and talking are about the only two things that I'm good at.  Can't say that I'm all that attractive, I'm smart but not a stellar student, and I've never had a million friends.  When things ever got tough, i started eating.  Eventually, I'd gained a fair bit of weight.  I wasn't ""fat"" (this was mostly due to broad shoulders and a decent amount of muscle), but I considered myself about 25lbs overweight.  Once I got to be serious about my sport however, I found lifting.  Eventually, I lost that fat, picked up muscle, and I found a new, healthier way of escaping life's issues.  Half of why I came to Berkeley however, was so that I could escape some of the friend issues that I dealt with in high school.

Which brings me to my roommates.  I absolutely love them to death, but they seriously don't know where the line is when it comes to jokes.  Often times it turns into a 2-on-1 kind of thing, and when my ex is in the room, a 3-on-1 deal.  I've told them each that its getting to be a bit much.  I wouldn't have an issue if it was more of a level playing field, but now, seeing as I'm not close to the kids on my floor, I don't have anyone in my life on a daily basis that doesn't give me non-stop shit.  Between them and school, lifting is really the only part of my week (of my day if i'm very, very lucky) that I actually feel good about myself.  I came to Cal so that it wouldn't have to be as much as an ""escape"" for me anymore.  Only now, its even more of one.

tl;dr, understand that sometimes, we don't lift to be ""bros,"" we aren't all ""curlbrah's,"" and we don't do it to feel like we are superior to those who ""don't even lift.""  Sometimes, its the only thing that keeps us from going insane."
336,2013-11-20 16:59:19,"was having brunch at Cafe 3 and there was myself, a group of white girls, and an African-American girl sitting at different tables. 

The white girls were laughing minding their own business and the African-American girl with running shoes tied to her backpack was finishing her brunch. 

She got up and left all her shit on the table like she was at a damn ihop dining place or some shit. 

So she's getting up and one of the white girls goes like ""hey you, pick up after yourself no one's here to do that for you anymore."" 

LOL all I have to say right now because that girl looked all stupid asking where the place for the dishes was; she claimed she didn't even know about it. She dropped plates and forks trying to take her plates. 

I want to thank those white girls because it's the workers who have to pick up that shit. You're in fucking college clean up after your fucking self. I'd like to see your ass pick up dirty plates, food on the floor, and clean those nasty ass plates. Be more fucking considerate!!!!"
337,2013-11-20 16:06:20,"'m on the Blue and Gold Plan for financial aid. Entire tuition is paid for because my parents don't make enough. God, I basically have a full ride. Why am I such a fuck up with my grades? I seriously need to check my fucking privilege"
338,2013-11-20 16:19:21,"ometimes I wish people would just be more cordial with each other. A bit of politeness goes a long way. 

When I came to Berkeley, I thought I'd meet more open-minded people, but instead, all I hear about are people bickering over which majors are better, how life is unfair, and how hard it is here. Honestly, Berkeley, you haven't witnessed what unfairness, injustice, and hardships really even are. Most of you are ""first-world snowflakes"" without a clue. 

So please, before you open your mouth, just think about why you need to say what you do. Stop starting shitstorms over nothing. Every major at Berkeley is available for a reason; they contribute in some way to society whether you know it or not. Every hardship you have here will only be a small part of your life. Let's just create a happier environment for this short span of time that we ""struggle"" through because it's only the beginning of your exposure to the world."
339,2013-11-20 16:29:23,"e and my friends went out for lunch today and we seen a guy eating alone. So me and my friends asked if we can join him. We all talked, ate, and laughed our asses off. We also exchanged numbers with him to keep in touch. Before we left he said, ""you guys made my day because it started out as a a bad day for me, thank you!"" :)"
340,2013-11-20 16:12:25,tanford can suck my hairy nuts
341,2013-11-20 16:54:26,"hen I'm feeling really sad, I'll go out to buy the cheapest yet decent food I can find and eat as much as I can. Then wait for about 15-20minutes. I'll go the bathroom, turn off all the lights and throw up as much as I can. The sound the toilet makes while it flushes is calming to me. Then I'll brush my teeth and wash my face with water (all the while the bathroom is pitch black). 

Then I lay down on the floor staring at nothing while thinking about nothing or cry. Eventually I fall asleep with towels as my pillows/blankets. When I wake up I take a hot scolding shower and then I go back to reality."
342,2013-11-20 16:23:30,"hen I was in high school, my friend told me he'd get a girl to sleep with me if I gave him a hand job. He told me I wouldn't be gay if I did it, he just needed the favor.

He didn't even introduce me to the girl."
343,2013-11-20 16:01:31,"know that berkeley isnt the best place for this, but i wish there were more country girls here, or at least know what the country life is actually about. all the fun girls here seem to be too high maintenance and only want to party or rave or go to the city.  Where are the pretty girls who just want to hang out, have a little fun, and arent scared to get a little dirt under their fingernails? i guess this is what i get for growing up a little country."
344,2013-11-20 16:28:32,"amn, my RA is always brings back so many guys to her room. how can I get in on that???"
345,2013-11-20 16:15:33,"y goal before I graduate: Have sex in mainstacks. Any guy wanna help out this horny girl?! I'll be on level D almost every night. Come find me, be confident and take me to a dark corner and fuck me hard."
346,2013-11-20 16:04:34,"y roommate talks to her damn boyfriend on the phone every fucking morning at like 7 am. I understand you miss him and blah blah blah, but have some fucking respect for those who are trying to sleep. I don't give a shit that you ""miss him,"" grow the fuck up and stop acting like this is high school where you HAVE to talk to him or you'll like die or something."
347,2013-11-20 16:57:37,"'m a relatively tall, thin/toned, big-boobed girl with a pretty high GPA in  COE. Most of my guy friends say I'm pretty and I get asked out pretty frequently, despite the fact that I have a boyfriend.

But I found out he cheated on me with this short, ...round... , crooked-toothed, BS-major, sub-2 GPA girl who gets passed around by everyone.

Why..."
348,2013-11-20 16:50:43,oobs on a fat chick is like a six pack on a skinny guy.
349,2013-11-20 13:29:44,ome check out UC Berkeley Confessions - Uncensored!
350,2013-11-19 23:15:45,"ear Latin@s, 

Where y'all at?!? I'm a brown brother myself and every time I walk, I am on a mission to find y'all. Sometimes I walk into Subway, without being hungry, and buy a 5 dollar foot-long just to be able to talk to the brown faces behind the counter. At times, during studying, I google ""latinos"" so I don't feel alone in Berkeley. I walk through the neighborhoods in Berkeley trying to catch a mexican cutting grass but sadly there isn't any. There has also been occasions when I catch myself talking to a bottle of Tapatio at Cafe 3 just to get the feeling of talking to a mexican again. What upsets me the most is that Cafe 3 always has asian themed food. That shit is boo boo! Give me some pinche tamales, burritos y tacos de carne asada, enchiladas, and pozole instead of a fucking Pho bar!!! Fuck y'all.... Special shout out to the peeps in Casa Mora, the only brown in Berkeley

Sincerely, 
Your lonely Mexican"
351,2013-11-19 23:58:46,"verytime I watch the Victoria's Secret fashion show, I die a little more inside with how ugly and incomparable I am to these beautiful creatures"
352,2013-11-19 23:48:47,"have to move back home from living on campus at college to living at home and commuting because of money/I need to help take care of my mom. I'm 19. I feel like adulthood is being thrust onto me, and I don't feel ready. I feel like a brat for saying that, but I'm scared."
353,2013-11-19 23:19:48,"s conjoined twins,we are deeply offended by people who take ""selfies"". You separatz do not understand how hard it is. Please consider your seperate privlage before you hashtag."
354,2013-11-19 23:08:49,"f we beat Stanford I will stop pretending my school is the Michigan wolverines on tv
Ordered spoon rockets for the first time. I'm not even full
Was seeing two girls from the same sorority. Shit hit the fan after a month but I'm happy with the one I chose now."
355,2013-11-19 23:52:50,"ast night, I met a chick that was crying and insanely drunk at a frat party. Everybody else at the party seemed to just ignore her. Thankfully her brother was there and together we took her back. She puked quite a bit on the way back and we got weird stares as we literally carried her back her brother's place but I'm glad I was there to help. 

Anyways stranger of Unit 2 Cunningham I hope you and your sister are doing well."
356,2013-11-19 23:35:53,"o matter how hard I try, I can't seem to get passing grades on the math 1a midterms or quizzes and I'm honestly losing my mind. I tried to join or form a study group a few times, but I just got awful glares whenever I asked. I get these fucking processes, but they dock me so many points and never give me enoughenough time. i doubt I'm gonna pass the class and I hate myself for being so fucking stupid and useless. I even took the class last year and had to drop it. There's no reason I shouldn't be getting A's. Kill me."
357,2013-11-19 23:24:56,"ortified to lose my virginity to the Indian guy I met at the DC and the next time I see him, he introduces me to his cousin who promptly asks for my number. It was so obvious that he seemed to think I was a ""typical American girl"" or so I heard from his friends. Humiliating. Never trusting a guy with a foreign accent again. Fuck that prick!"
358,2013-11-19 23:16:57,"isten, I really like you as a friend. But you're a totally different person when you are around some other people, and I'm not sure if I like you as a friend anymore because of it. Such a shame because you're so much better than that."
359,2013-11-19 23:03:10,"ou with the inability to be comfortable without people around you. You who thinks that life is a series of drinking binges and sleepless nights. I feel sorry for you because you haven't discovered what it means to really love and care for yourself and pursue a fulfilling existence. You seek it outside yourself. I see you, but you don't see yourself... Rant over."
360,2013-11-19 23:30:11,"freaking hate padded/pushup bras. They're freaking ridiculous. Not only are they false advertising (like seriously, wearing pushup bras is like wearing underwear with padding to make your booty look bigger), but they make boobs look downright ludicrous. Boobs pushed up until they're right under your chin? No thanks. Fuck those huge puffs of material you call bras. I'll stick with my unlined, lace ones."
361,2013-11-19 23:57:12,ne of my roommates played a prank on the third one: He invited around 10 gay people to a party he threw and then pretended that he was gay. The third roommate is seriously homophobic and now he's freaking the fuck out. He's even considering moving out ASAP :D
362,2013-11-19 23:42:14,"ne time I spent the night at Barrows House on Warring St., and I had to go pee in the middle of the night. I was still pretty drunk and couldn't find the bathrooms so I ended up going pee in the stairwell, sorry guys."
